Date,CAC40.Close
12/22/2010,3919.709961
12/23/2010,3911.320068
12/27/2010,3862.189941
12/28/2010,3858.719971
12/29/2010,3890.649902
12/30/2010,3850.76001
1/3/2011,3900.860107
1/4/2011,3916.030029
1/5/2011,3904.610107
1/6/2011,3904.419922
1/7/2011,3865.580078
1/10/2011,3802.030029
1/11/2011,3861.919922
1/12/2011,3945.070068
1/13/2011,3974.830078
1/14/2011,3983.280029
1/17/2011,3975.409912
1/18/2011,4012.679932
1/19/2011,3976.709961
1/20/2011,3964.840088
1/21/2011,4017.449951
1/24/2011,4033.209961
1/25/2011,4019.620117
1/26/2011,4049.070068
1/27/2011,4059.570068
1/28/2011,4002.320068
1/31/2011,4005.5
2/1/2011,4072.620117
2/2/2011,4066.530029
2/3/2011,4036.590088
2/4/2011,4047.209961
2/7/2011,4090.800049
2/8/2011,4108.27002
2/9/2011,4090.73999
2/10/2011,4095.139893
2/11/2011,4101.310059
2/14/2011,4096.620117
2/15/2011,4110.339844
2/16/2011,4151.259766
2/17/2011,4152.310059
2/18/2011,4157.140137
2/21/2011,4097.410156
2/22/2011,4050.27002
2/23/2011,4013.120117
2/24/2011,4009.639893
2/25/2011,4070.379883
2/28/2011,4110.350098
3/1/2011,4067.149902
3/2/2011,4034.320068
3/3/2011,4060.76001
3/4/2011,4020.209961
3/7/2011,3990.409912
3/8/2011,4015.909912
3/9/2011,3993.810059
3/10/2011,3963.98999
3/11/2011,3928.679932
3/14/2011,3878.040039
3/15/2011,3780.850098
3/16/2011,3696.560059
3/17/2011,3786.209961
3/18/2011,3810.219971
3/21/2011,3904.449951
3/22/2011,3892.709961
3/23/2011,3913.72998
3/24/2011,3968.840088
3/25/2011,3972.379883
3/28/2011,3976.949951
3/29/2011,3987.800049
3/30/2011,4024.439941
3/31/2011,3989.179932
4/1/2011,4054.76001
4/4/2011,4042.919922
4/5/2011,4041.73999
4/6/2011,4048.159912
4/7/2011,4028.300049
4/8/2011,4061.909912
4/11/2011,4038.699951
4/12/2011,3976.600098
4/13/2011,4006.22998
4/14/2011,3970.389893
4/15/2011,3974.47998
4/18/2011,3881.23999
4/19/2011,3908.580078
4/20/2011,4004.620117
4/21/2011,4021.879883
4/26/2011,4045.290039
4/27/2011,4067.719971
4/28/2011,4104.899902
4/29/2011,4106.919922
5/2/2011,4108.77002
5/3/2011,4096.839844
5/4/2011,4043.129883
5/5/2011,4004.870117
5/6/2011,4058.01001
5/9/2011,4007.26001
5/10/2011,4052.51001
5/11/2011,4058.080078
5/12/2011,4023.290039
5/13/2011,4018.850098
5/16/2011,3989.820068
5/17/2011,3941.580078
5/18/2011,3978
5/19/2011,4027.73999
5/20/2011,3990.850098
5/23/2011,3906.97998
5/24/2011,3916.879883
5/25/2011,3928.98999
5/26/2011,3917.219971
5/27/2011,3950.97998
5/30/2011,3942.530029
5/31/2011,4006.939941
6/1/2011,3964.810059
6/2/2011,3889.870117
6/3/2011,3890.679932
6/6/2011,3863.399902
6/7/2011,3871.919922
6/8/2011,3837.97998
6/9/2011,3878.649902
6/10/2011,3805.090088
6/13/2011,3807.610107
6/14/2011,3864.580078
6/15/2011,3806.850098
6/16/2011,3792.310059
6/17/2011,3823.73999
6/20/2011,3799.659912
6/21/2011,3877.070068
6/22/2011,3871.370117
6/23/2011,3787.790039
6/24/2011,3784.800049
6/27/2011,3796.550049
6/28/2011,3851.889893
6/29/2011,3924.22998
6/30/2011,3982.209961
7/1/2011,4007.350098
7/4/2011,4003.110107
7/5/2011,3978.830078
7/6/2011,3961.340088
7/7/2011,3979.959961
7/8/2011,3913.550049
7/11/2011,3807.51001
7/12/2011,3774.120117
7/13/2011,3793.27002
7/14/2011,3751.22998
7/15/2011,3726.590088
7/18/2011,3650.709961
7/19/2011,3694.949951
7/20/2011,3754.600098
7/21/2011,3816.75
7/22/2011,3842.699951
7/25/2011,3812.969971
7/26/2011,3787.879883
7/27/2011,3734.070068
7/28/2011,3712.659912
7/29/2011,3672.77002
8/1/2011,3588.050049
8/2/2011,3522.790039
8/3/2011,3454.939941
8/4/2011,3320.350098
8/5/2011,3278.560059
8/8/2011,3125.189941
8/9/2011,3176.189941
8/10/2011,3002.98999
8/11/2011,3089.659912
8/12/2011,3213.879883
8/15/2011,3239.060059
8/16/2011,3230.899902
8/17/2011,3254.340088
8/18/2011,3076.040039
8/19/2011,3016.98999
8/22/2011,3051.360107
8/23/2011,3084.370117
8/24/2011,3139.550049
8/25/2011,3119
8/26/2011,3087.639893
8/29/2011,3154.199951
8/30/2011,3159.73999
8/31/2011,3256.76001
9/1/2011,3265.830078
9/2/2011,3148.530029
9/5/2011,2999.540039
9/6/2011,2965.639893
9/7/2011,3073.179932
9/8/2011,3085.830078
9/9/2011,2974.590088
9/12/2011,2854.810059
9/13/2011,2894.929932
9/14/2011,2949.139893
9/15/2011,3045.620117
9/16/2011,3031.080078
9/19/2011,2940
9/20/2011,2984.050049
9/21/2011,2935.820068
9/22/2011,2781.679932
9/23/2011,2810.110107
9/26/2011,2859.340088
9/27/2011,3023.379883
9/28/2011,2995.620117
9/29/2011,3027.649902
9/30/2011,2981.959961
10/3/2011,2926.830078
10/4/2011,2850.550049
10/5/2011,2973.899902
10/6/2011,3075.370117
10/7/2011,3095.560059
10/10/2011,3161.469971
10/11/2011,3153.52002
10/12/2011,3229.76001
10/13/2011,3186.939941
10/14/2011,3217.889893
10/17/2011,3166.060059
10/18/2011,3141.100098
10/19/2011,3157.340088
10/20/2011,3084.070068
10/21/2011,3171.340088
10/24/2011,3220.459961
10/25/2011,3174.290039
10/26/2011,3169.620117
10/27/2011,3368.620117
10/28/2011,3348.629883
10/31/2011,3242.840088
11/1/2011,3068.330078
11/2/2011,3110.590088
11/3/2011,3195.469971
11/4/2011,3123.550049
11/7/2011,3103.600098
11/8/2011,3143.300049
11/9/2011,3075.159912
11/10/2011,3064.840088
11/11/2011,3149.379883
11/14/2011,3108.949951
11/15/2011,3049.129883
11/16/2011,3064.899902
11/17/2011,3010.290039
11/18/2011,2997.01001
11/21/2011,2894.939941
11/22/2011,2870.679932
11/23/2011,2822.429932
11/24/2011,2822.25
11/25/2011,2856.969971
11/28/2011,3012.929932
11/29/2011,3026.76001
11/30/2011,3154.620117
12/1/2011,3129.949951
12/2/2011,3164.949951
12/5/2011,3201.280029
12/6/2011,3179.629883
12/7/2011,3175.97998
12/8/2011,3095.48999
12/9/2011,3172.350098
12/12/2011,3089.590088
12/13/2011,3078.719971
12/14/2011,2976.169922
12/15/2011,2998.72998
12/16/2011,2972.300049
12/19/2011,2974.199951
12/20/2011,3055.389893
12/21/2011,3030.469971
12/22/2011,3071.800049
12/23/2011,3102.090088
12/27/2011,3103.110107
12/28/2011,3071.080078
12/29/2011,3127.560059
12/30/2011,3159.810059
1/2/2012,3222.300049
1/3/2012,3245.399902
1/4/2012,3193.649902
1/5/2012,3144.909912
1/6/2012,3137.360107
1/9/2012,3127.689941
1/10/2012,3210.790039
1/11/2012,3204.830078
1/12/2012,3199.97998
1/13/2012,3196.48999
1/16/2012,3225
1/17/2012,3269.98999
1/18/2012,3264.929932
1/19/2012,3328.939941
1/20/2012,3321.5
1/23/2012,3338.419922
1/24/2012,3322.649902
1/25/2012,3312.47998
1/26/2012,3363.22998
1/27/2012,3318.76001
1/30/2012,3265.639893
1/31/2012,3298.550049
2/1/2012,3367.459961
2/2/2012,3376.659912
2/3/2012,3427.919922
2/6/2012,3405.27002
2/7/2012,3411.540039
2/8/2012,3410
2/9/2012,3424.709961
2/10/2012,3373.139893
2/13/2012,3384.550049
2/14/2012,3375.639893
2/15/2012,3390.350098
2/16/2012,3393.25
2/17/2012,3439.620117
2/20/2012,3472.540039
2/21/2012,3465.23999
2/22/2012,3447.370117
2/23/2012,3447.310059
2/24/2012,3467.030029
2/27/2012,3441.449951
2/28/2012,3453.98999
2/29/2012,3452.449951
3/1/2012,3499.72998
3/2/2012,3501.169922
3/5/2012,3487.540039
3/6/2012,3362.560059
3/7/2012,3392.330078
3/8/2012,3478.360107
3/9/2012,3487.47998
3/12/2012,3490.060059
3/13/2012,3550.159912
3/14/2012,3564.51001
3/15/2012,3580.209961
3/16/2012,3594.830078
3/19/2012,3577.879883
3/20/2012,3530.830078
3/21/2012,3527.370117
3/22/2012,3472.459961
3/23/2012,3476.179932
3/26/2012,3501.97998
3/27/2012,3469.590088
3/28/2012,3430.149902
3/29/2012,3381.120117
3/30/2012,3423.810059
4/2/2012,3462.909912
4/3/2012,3406.780029
4/4/2012,3313.469971
4/5/2012,3319.810059
4/10/2012,3217.600098
4/11/2012,3237.689941
4/12/2012,3269.790039
4/13/2012,3189.090088
4/16/2012,3205.280029
4/17/2012,3292.51001
4/18/2012,3240.290039
4/19/2012,3174.02002
4/20/2012,3188.580078
4/23/2012,3098.370117
4/24/2012,3169.320068
4/25/2012,3233.459961
4/26/2012,3229.320068
4/27/2012,3266.27002
4/30/2012,3212.800049
5/2/2012,3226.330078
5/3/2012,3223.360107
5/4/2012,3161.969971
5/7/2012,3214.219971
5/8/2012,3124.800049
5/9/2012,3118.649902
5/10/2012,3130.169922
5/11/2012,3129.77002
5/14/2012,3057.98999
5/15/2012,3039.27002
5/16/2012,3048.669922
5/17/2012,3011.98999
5/18/2012,3008
5/21/2012,3027.149902
5/22/2012,3084.090088
5/23/2012,3003.27002
5/24/2012,3038.25
5/25/2012,3047.939941
5/28/2012,3042.969971
5/29/2012,3084.699951
5/30/2012,3015.580078
5/31/2012,3017.01001
6/1/2012,2950.469971
6/4/2012,2954.48999
6/5/2012,2986.100098
6/6/2012,3058.439941
6/7/2012,3071.159912
6/8/2012,3051.689941
6/11/2012,3042.76001
6/12/2012,3046.909912
6/13/2012,3030.040039
6/14/2012,3032.449951
6/15/2012,3087.620117
6/18/2012,3066.189941
6/19/2012,3117.919922
6/20/2012,3126.52002
6/21/2012,3114.219971
6/22/2012,3090.899902
6/25/2012,3021.639893
6/26/2012,3012.709961
6/27/2012,3063.120117
6/28/2012,3051.679932
6/29/2012,3196.649902
7/2/2012,3240.199951
7/3/2012,3271.199951
7/4/2012,3267.75
7/5/2012,3229.360107
7/6/2012,3168.790039
7/9/2012,3156.800049
7/10/2012,3175.409912
7/11/2012,3157.25
7/12/2012,3135.179932
7/13/2012,3180.810059
7/16/2012,3179.899902
7/17/2012,3176.969971
7/18/2012,3235.399902
7/19/2012,3263.639893
7/20/2012,3193.889893
7/23/2012,3101.530029
7/24/2012,3074.679932
7/25/2012,3081.73999
7/26/2012,3207.120117
7/27/2012,3280.189941
7/30/2012,3320.709961
7/31/2012,3291.659912
8/1/2012,3321.560059
8/2/2012,3232.459961
8/3/2012,3374.189941
8/6/2012,3401.560059
8/7/2012,3453.280029
8/8/2012,3438.26001
8/9/2012,3456.709961
8/10/2012,3435.620117
8/13/2012,3426.409912
8/14/2012,3450.27002
8/15/2012,3449.199951
8/16/2012,3480.48999
8/17/2012,3488.379883
8/20/2012,3480.580078
8/21/2012,3513.280029
8/22/2012,3461.649902
8/23/2012,3432.560059
8/24/2012,3433.209961
8/27/2012,3462.830078
8/28/2012,3431.550049
8/29/2012,3413.889893
8/30/2012,3379.110107
8/31/2012,3413.070068
9/3/2012,3453.709961
9/4/2012,3399.040039
9/5/2012,3405.790039
9/6/2012,3509.879883
9/7/2012,3519.050049
9/10/2012,3506.050049
9/11/2012,3537.300049
9/12/2012,3543.790039
9/13/2012,3502.090088
9/14/2012,3581.580078
9/17/2012,3553.689941
9/18/2012,3512.689941
9/19/2012,3531.820068
9/20/2012,3509.919922
9/21/2012,3530.719971
9/24/2012,3497.219971
9/25/2012,3513.810059
9/26/2012,3414.840088
9/27/2012,3439.320068
9/28/2012,3354.820068
10/1/2012,3434.97998
10/2/2012,3414.22998
10/3/2012,3406.02002
10/4/2012,3401.199951
10/5/2012,3457.040039
10/8/2012,3406.530029
10/9/2012,3382.780029
10/10/2012,3365.870117
10/11/2012,3413.719971
10/12/2012,3389.080078
10/15/2012,3420.280029
10/16/2012,3500.939941
10/17/2012,3527.5
10/18/2012,3535.179932
10/19/2012,3504.560059
10/22/2012,3483.25
10/23/2012,3406.5
10/24/2012,3426.48999
10/25/2012,3411.530029
10/26/2012,3435.090088
10/29/2012,3408.889893
10/30/2012,3459.439941
10/31/2012,3429.27002
11/1/2012,3475.399902
11/2/2012,3492.459961
11/5/2012,3448.5
11/6/2012,3478.659912
11/7/2012,3409.590088
11/8/2012,3407.679932
11/9/2012,3423.570068
11/12/2012,3411.649902
11/13/2012,3430.600098
11/14/2012,3400.02002
11/15/2012,3382.399902
11/16/2012,3341.52002
11/19/2012,3439.580078
11/20/2012,3462.060059
11/21/2012,3477.360107
11/22/2012,3498.219971
11/23/2012,3528.800049
11/26/2012,3500.939941
11/27/2012,3502.129883
11/28/2012,3515.189941
11/29/2012,3568.879883
11/30/2012,3557.280029
12/3/2012,3566.590088
12/4/2012,3580.47998
12/5/2012,3590.5
12/6/2012,3601.649902
12/7/2012,3605.610107
12/10/2012,3612.100098
12/11/2012,3646.149902
12/12/2012,3646.659912
12/13/2012,3643.129883
12/14/2012,3643.280029
12/17/2012,3638.100098
12/18/2012,3648.629883
12/19/2012,3664.590088
12/20/2012,3666.72998
12/21/2012,3661.399902
12/27/2012,3674.26001
12/28/2012,3620.25
1/2/2013,3733.929932
1/3/2013,3721.169922
1/4/2013,3730.02002
1/7/2013,3704.639893
1/8/2013,3705.879883
1/9/2013,3717.449951
1/10/2013,3703.120117
1/11/2013,3706.02002
1/14/2013,3708.25
1/15/2013,3697.350098
1/16/2013,3708.48999
1/17/2013,3744.110107
1/18/2013,3741.580078
1/21/2013,3763.030029
1/22/2013,3741.01001
1/23/2013,3726.169922
1/24/2013,3752.169922
1/25/2013,3778.159912
1/28/2013,3780.889893
1/29/2013,3785.820068
1/30/2013,3765.52002
1/31/2013,3732.600098
2/1/2013,3773.530029
2/4/2013,3659.909912
2/5/2013,3694.699951
2/6/2013,3642.899902
2/7/2013,3601.050049
2/8/2013,3649.5
2/11/2013,3650.580078
2/12/2013,3686.580078
2/13/2013,3698.530029
2/14/2013,3669.600098
2/15/2013,3660.370117
2/18/2013,3667.040039
2/19/2013,3735.820068
2/20/2013,3709.879883
2/21/2013,3624.800049
2/22/2013,3706.280029
2/25/2013,3721.330078
2/26/2013,3621.919922
2/27/2013,3691.48999
2/28/2013,3723
3/1/2013,3699.909912
3/4/2013,3709.76001
3/5/2013,3787.189941
3/6/2013,3773.76001
3/7/2013,3793.780029
3/8/2013,3840.149902
3/11/2013,3836.27002
3/12/2013,3839.969971
3/13/2013,3836.040039
3/14/2013,3871.580078
3/15/2013,3844.030029
3/18/2013,3825.469971
3/19/2013,3775.75
3/20/2013,3829.560059
3/21/2013,3774.850098
3/22/2013,3770.290039
