Date,CAC40.Close
1/2/2009,3349.689941
1/5/2009,3359.919922
1/6/2009,3396.219971
1/7/2009,3346.090088
1/8/2009,3324.330078
1/9/2009,3299.5
1/12/2009,3246.120117
1/13/2009,3197.889893
1/14/2009,3052
1/15/2009,2995.879883
1/16/2009,3016.75
1/19/2009,2989.689941
1/20/2009,2925.280029
1/21/2009,2905.570068
1/22/2009,2869.620117
1/23/2009,2849.139893
1/26/2009,2955.370117
1/27/2009,2954.530029
1/28/2009,3076.01001
1/29/2009,3009.75
1/30/2009,2973.919922
2/2/2009,2930.050049
2/3/2009,2982.389893
2/4/2009,3068.98999
2/5/2009,3066.290039
2/6/2009,3122.790039
2/9/2009,3134.870117
2/10/2009,3020.75
2/11/2009,3027.719971
2/12/2009,2964.340088
2/13/2009,2997.860107
2/16/2009,2962.219971
2/17/2009,2875.22998
2/18/2009,2874.070068
2/19/2009,2872.600098
2/20/2009,2750.550049
2/23/2009,2727.870117
2/24/2009,2708.050049
2/25/2009,2696.919922
2/26/2009,2744.840088
2/27/2009,2702.47998
3/2/2009,2581.459961
3/3/2009,2554.550049
3/4/2009,2675.679932
3/5/2009,2569.629883
3/6/2009,2534.449951
3/9/2009,2519.290039
3/10/2009,2663.679932
3/11/2009,2674.199951
3/12/2009,2694.25
3/13/2009,2705.629883
3/16/2009,2791.659912
3/17/2009,2767.280029
3/18/2009,2760.340088
3/19/2009,2776.98999
3/20/2009,2791.139893
3/23/2009,2869.570068
3/24/2009,2874.389893
3/25/2009,2893.449951
3/26/2009,2892.070068
3/27/2009,2840.620117
3/30/2009,2719.340088
3/31/2009,2807.340088
4/1/2009,2839.610107
4/2/2009,2992.060059
4/3/2009,2958.73999
4/6/2009,2929.75
4/7/2009,2902.310059
4/8/2009,2921.060059
4/9/2009,2974.179932
4/14/2009,3000.219971
4/15/2009,2985.73999
4/16/2009,3038.179932
4/17/2009,3091.959961
4/20/2009,2969.399902
4/21/2009,2973.939941
4/22/2009,3025.23999
4/23/2009,3008.620117
4/24/2009,3102.850098
4/27/2009,3102.429932
4/28/2009,3051.02002
4/29/2009,3116.939941
4/30/2009,3159.850098
5/4/2009,3237.969971
5/5/2009,3225
5/6/2009,3283.51001
5/7/2009,3251.52002
5/8/2009,3312.590088
5/11/2009,3248.669922
5/12/2009,3231.100098
5/13/2009,3152.899902
5/14/2009,3156.290039
5/15/2009,3169.050049
5/18/2009,3245.389893
5/19/2009,3274.959961
5/20/2009,3303.370117
5/21/2009,3217.409912
5/22/2009,3227.969971
5/25/2009,3236.159912
5/26/2009,3270.090088
5/27/2009,3294.860107
5/28/2009,3263.699951
5/29/2009,3277.649902
6/1/2009,3379.48999
6/2/2009,3378.040039
6/3/2009,3309.649902
6/4/2009,3312.030029
6/5/2009,3339.050049
6/8/2009,3289.659912
6/9/2009,3296.72998
6/10/2009,3315.27002
6/11/2009,3334.939941
6/12/2009,3326.139893
6/15/2009,3219.580078
6/16/2009,3213.949951
6/17/2009,3161.139893
6/18/2009,3194.060059
6/19/2009,3221.27002
6/22/2009,3123.25
6/23/2009,3116.820068
6/24/2009,3184.76001
6/25/2009,3163.100098
6/26/2009,3129.72998
6/29/2009,3193.679932
6/30/2009,3140.439941
7/1/2009,3217
7/2/2009,3116.409912
7/3/2009,3119.51001
7/6/2009,3082.159912
7/7/2009,3048.570068
7/8/2009,3009.709961
7/9/2009,3025.939941
7/10/2009,2983.100098
7/13/2009,3052.080078
7/14/2009,3081.870117
7/15/2009,3171.27002
7/16/2009,3199.679932
7/17/2009,3218.459961
7/20/2009,3270.939941
7/21/2009,3302.889893
7/22/2009,3305.070068
7/23/2009,3373.719971
7/24/2009,3366.449951
7/27/2009,3372.360107
7/28/2009,3330.969971
7/29/2009,3365.620117
7/30/2009,3435.48999
7/31/2009,3426.27002
8/3/2009,3477.800049
8/4/2009,3476.370117
8/5/2009,3458.530029
8/6/2009,3477.830078
8/7/2009,3521.139893
8/10/2009,3504.540039
8/11/2009,3456.179932
8/12/2009,3507.23999
8/13/2009,3524.389893
8/14/2009,3495.27002
8/17/2009,3419.689941
8/18/2009,3450.689941
8/19/2009,3450.340088
8/20/2009,3505.320068
8/21/2009,3615.810059
8/24/2009,3652.169922
8/25/2009,3680.610107
8/26/2009,3668.340088
8/27/2009,3648.530029
8/28/2009,3693.139893
8/31/2009,3653.540039
9/1/2009,3583.439941
9/2/2009,3573.129883
9/3/2009,3553.51001
9/4/2009,3598.76001
9/7/2009,3652.830078
9/8/2009,3660.959961
9/9/2009,3707.689941
9/10/2009,3705.870117
9/11/2009,3734.889893
9/14/2009,3730.610107
9/15/2009,3752.209961
9/16/2009,3813.790039
9/17/2009,3835.27002
9/18/2009,3827.840088
9/21/2009,3812.159912
9/22/2009,3823.52002
9/23/2009,3821.790039
9/24/2009,3758.360107
9/25/2009,3739.139893
9/28/2009,3825
9/29/2009,3814.100098
9/30/2009,3795.409912
10/1/2009,3720.77002
10/2/2009,3649.899902
10/5/2009,3675.01001
10/6/2009,3770.209961
10/7/2009,3756.409912
10/8/2009,3806.810059
10/9/2009,3799.610107
10/12/2009,3845.800049
10/13/2009,3801.389893
10/14/2009,3882.669922
10/15/2009,3883.830078
10/16/2009,3827.600098
10/19/2009,3892.360107
10/20/2009,3871.449951
10/21/2009,3873.219971
10/22/2009,3820.850098
10/23/2009,3808.23999
10/26/2009,3744.449951
10/27/2009,3743.949951
10/28/2009,3663.780029
10/29/2009,3714.02002
10/30/2009,3607.689941
11/2/2009,3639.459961
11/3/2009,3584.25
11/4/2009,3670.330078
11/5/2009,3708.72998
11/6/2009,3707.290039
11/9/2009,3785.48999
11/10/2009,3785.590088
11/11/2009,3814.389893
11/12/2009,3808.070068
11/13/2009,3806.01001
11/16/2009,3863.159912
11/17/2009,3829.060059
11/18/2009,3828.159912
11/19/2009,3760.219971
11/20/2009,3729.360107
11/23/2009,3813.169922
11/24/2009,3784.620117
11/25/2009,3809.159912
11/26/2009,3679.22998
11/27/2009,3721.449951
11/30/2009,3680.149902
12/1/2009,3775.73999
12/2/2009,3795.919922
12/3/2009,3799.110107
12/4/2009,3846.620117
12/7/2009,3840.050049
12/8/2009,3785.300049
12/9/2009,3757.389893
12/10/2009,3798.379883
12/11/2009,3803.719971
12/14/2009,3830.439941
12/15/2009,3834.090088
12/16/2009,3875.820068
12/17/2009,3830.820068
12/18/2009,3794.439941
12/21/2009,3872.060059
12/22/2009,3898.379883
12/23/2009,3910.75
12/24/2009,3912.72998
12/28/2009,3947.149902
12/29/2009,3959.97998
12/30/2009,3935.5
12/31/2009,3936.330078
1/4/2010,4013.969971
1/5/2010,4012.909912
1/6/2010,4017.669922
1/7/2010,4024.800049
1/8/2010,4045.139893
1/11/2010,4043.090088
1/12/2010,4000.050049
1/13/2010,4000.860107
1/14/2010,4015.77002
1/15/2010,3954.379883
1/18/2010,3977.459961
1/19/2010,4009.669922
1/20/2010,3928.949951
1/21/2010,3862.159912
1/22/2010,3820.780029
1/25/2010,3781.850098
1/26/2010,3807.040039
1/27/2010,3759.800049
1/28/2010,3688.790039
1/29/2010,3739.459961
2/1/2010,3762.01001
2/2/2010,3812.129883
2/3/2010,3793.469971
2/4/2010,3689.25
2/5/2010,3563.76001
2/8/2010,3607.27002
2/9/2010,3612.76001
2/10/2010,3635.610107
2/11/2010,3616.75
2/12/2010,3599.070068
2/15/2010,3609.219971
2/16/2010,3669.040039
2/17/2010,3725.209961
2/18/2010,3747.830078
2/19/2010,3769.540039
2/22/2010,3756.699951
2/23/2010,3707.060059
2/24/2010,3715.679932
2/25/2010,3640.77002
2/26/2010,3708.800049
3/1/2010,3769.540039
3/2/2010,3811.919922
3/3/2010,3842.52002
3/4/2010,3828.409912
3/5/2010,3910.419922
3/8/2010,3903.540039
3/9/2010,3910.01001
3/10/2010,3943.550049
3/11/2010,3928.949951
3/12/2010,3927.399902
3/15/2010,3890.909912
3/16/2010,3938.949951
3/17/2010,3957.889893
3/18/2010,3938.179932
3/19/2010,3925.439941
3/22/2010,3928
3/23/2010,3952.550049
3/24/2010,3949.810059
3/25/2010,4000.47998
3/26/2010,3988.929932
3/29/2010,4000.659912
3/30/2010,3987.409912
3/31/2010,3974.01001
4/1/2010,4034.22998
4/6/2010,4053.939941
4/7/2010,4026.969971
4/8/2010,3978.459961
4/9/2010,4050.540039
4/12/2010,4050.5
4/13/2010,4031.98999
4/14/2010,4057.699951
4/15/2010,4065.649902
4/16/2010,3986.629883
4/19/2010,3970.469971
4/20/2010,4026.649902
4/21/2010,3977.669922
4/22/2010,3924.649902
4/23/2010,3951.300049
4/26/2010,3997.389893
4/27/2010,3844.600098
4/28/2010,3787
4/29/2010,3840.620117
4/30/2010,3816.98999
5/3/2010,3828.459961
5/4/2010,3689.290039
5/5/2010,3636.030029
5/6/2010,3556.110107
5/7/2010,3392.590088
5/10/2010,3720.290039
5/11/2010,3693.199951
5/12/2010,3733.870117
5/13/2010,3731.540039
5/14/2010,3560.360107
5/17/2010,3543.550049
5/18/2010,3617.320068
5/19/2010,3511.669922
5/20/2010,3432.52002
5/21/2010,3430.73999
5/24/2010,3430.929932
5/25/2010,3331.290039
5/26/2010,3408.590088
5/27/2010,3525.310059
5/28/2010,3515.060059
5/31/2010,3507.560059
6/1/2010,3503.080078
6/2/2010,3501.5
6/3/2010,3557.340088
6/4/2010,3455.610107
6/7/2010,3413.719971
6/8/2010,3380.360107
6/9/2010,3446.77002
6/10/2010,3516.639893
6/11/2010,3555.52002
6/14/2010,3626.040039
6/15/2010,3661.51001
6/16/2010,3675.929932
6/17/2010,3683.080078
6/18/2010,3687.209961
6/21/2010,3736.149902
6/22/2010,3705.320068
6/23/2010,3641.790039
6/24/2010,3555.360107
6/25/2010,3519.72998
6/28/2010,3576.449951
6/29/2010,3432.98999
6/30/2010,3442.889893
7/1/2010,3339.899902
7/2/2010,3348.370117
7/5/2010,3332.459961
7/6/2010,3423.360107
7/7/2010,3483.439941
7/8/2010,3538.25
7/9/2010,3554.47998
7/12/2010,3567.659912
7/13/2010,3637.76001
7/14/2010,3632.97998
7/15/2010,3581.820068
7/16/2010,3500.159912
7/19/2010,3486.330078
7/20/2010,3468.02002
7/21/2010,3493.919922
7/22/2010,3600.570068
7/23/2010,3607.050049
7/26/2010,3636.179932
7/27/2010,3666.399902
7/28/2010,3670.360107
7/29/2010,3651.909912
7/30/2010,3643.139893
8/2/2010,3752.030029
8/3/2010,3747.51001
8/4/2010,3760.719971
8/5/2010,3764.189941
8/6/2010,3716.050049
8/9/2010,3777.370117
8/10/2010,3730.580078
8/11/2010,3628.290039
8/12/2010,3621.070068
8/13/2010,3610.909912
8/16/2010,3597.600098
8/17/2010,3663.129883
8/18/2010,3647.929932
8/19/2010,3572.399902
8/20/2010,3526.120117
8/23/2010,3553.22998
8/24/2010,3491.110107
8/25/2010,3450.189941
8/26/2010,3475.030029
8/27/2010,3507.439941
8/30/2010,3487.01001
8/31/2010,3490.790039
9/1/2010,3623.840088
9/2/2010,3631.429932
9/3/2010,3672.199951
9/6/2010,3684.72998
9/7/2010,3643.810059
9/8/2010,3677.209961
9/9/2010,3722.149902
9/10/2010,3725.820068
9/13/2010,3767.149902
9/14/2010,3774.399902
9/15/2010,3755.639893
9/16/2010,3736.300049
9/17/2010,3722.02002
9/20/2010,3788.01001
9/21/2010,3784.399902
9/22/2010,3735.050049
9/23/2010,3710.610107
9/24/2010,3782.47998
9/27/2010,3766.159912
9/28/2010,3762.350098
9/29/2010,3737.120117
9/30/2010,3715.179932
10/1/2010,3692.090088
10/4/2010,3649.810059
10/5/2010,3731.929932
10/6/2010,3764.909912
10/7/2010,3770.469971
10/8/2010,3763.179932
10/11/2010,3768.48999
10/12/2010,3748.860107
10/13/2010,3828.340088
10/14/2010,3819.169922
10/15/2010,3827.370117
10/18/2010,3834.5
10/19/2010,3807.169922
10/20/2010,3828.149902
10/21/2010,3878.27002
10/22/2010,3868.540039
10/25/2010,3870
10/26/2010,3852.659912
10/27/2010,3815.77002
10/28/2010,3834.840088
10/29/2010,3833.5
11/1/2010,3841.110107
11/2/2010,3865.719971
11/3/2010,3842.939941
11/4/2010,3916.780029
11/5/2010,3916.72998
11/8/2010,3913.699951
11/9/2010,3945.709961
11/10/2010,3888.449951
11/11/2010,3867.350098
11/12/2010,3831.120117
11/15/2010,3864.23999
11/16/2010,3762.469971
11/17/2010,3792.350098
11/18/2010,3867.969971
11/19/2010,3860.159912
11/22/2010,3818.889893
11/23/2010,3724.419922
11/24/2010,3747.610107
11/25/2010,3760.419922
11/26/2010,3728.649902
11/29/2010,3636.959961
11/30/2010,3610.439941
12/1/2010,3669.290039
12/2/2010,3747.040039
12/3/2010,3750.550049
12/6/2010,3749.22998
12/7/2010,3810.5
12/8/2010,3831.97998
12/9/2010,3858.050049
12/10/2010,3857.350098
12/13/2010,3892.439941
12/14/2010,3902.870117
12/15/2010,3880.189941
12/16/2010,3888.360107
12/17/2010,3867.350098
12/20/2010,3885.080078
12/21/2010,3927.48999
