Date,HSI.Close
5/14/2010,20145.42969
5/17/2010,19715.19922
5/18/2010,19944.93945
5/19/2010,19578.98047
5/20/2010,19545.83008
5/24/2010,19667.75977
5/25/2010,18985.5
5/26/2010,19196.44922
5/27/2010,19431.36914
5/28/2010,19766.71094
5/31/2010,19765.18945
6/1/2010,19496.94922
6/2/2010,19471.80078
6/3/2010,19786.71094
6/4/2010,19780.07031
6/7/2010,19378.15039
6/8/2010,19487.48047
6/9/2010,19621.24023
6/10/2010,19632.69922
6/11/2010,19872.38086
6/14/2010,20051.91016
6/15/2010,20062.15039
6/17/2010,20138.40039
6/18/2010,20286.71094
6/21/2010,20912.17969
6/22/2010,20819.08008
6/23/2010,20856.60938
6/24/2010,20733.49023
6/25/2010,20690.78906
6/28/2010,20726.67969
6/29/2010,20248.90039
6/30/2010,20128.99023
7/2/2010,19905.32031
7/5/2010,19842.19922
7/6/2010,20084.11914
7/7/2010,19857.07031
7/8/2010,20050.56055
7/9/2010,20378.66016
7/12/2010,20467.42969
7/13/2010,20431.06055
7/14/2010,20560.81055
7/15/2010,20255.61914
7/16/2010,20250.16016
7/19/2010,20090.94922
7/20/2010,20264.58984
7/21/2010,20487.23047
7/22/2010,20589.69922
7/23/2010,20815.33008
7/26/2010,20839.91016
7/27/2010,20973.39063
7/28/2010,21091.17969
7/29/2010,21093.82031
7/30/2010,21029.81055
8/2/2010,21412.78906
8/3/2010,21457.66016
8/4/2010,21549.88086
8/5/2010,21551.7207
8/6/2010,21678.80078
8/9/2010,21801.58984
8/10/2010,21473.59961
8/11/2010,21294.53906
8/12/2010,21105.71094
8/13/2010,21071.57031
8/16/2010,21112.11914
8/17/2010,21137.42969
8/18/2010,21022.73047
8/19/2010,21072.46094
8/20/2010,20981.82031
8/23/2010,20889.00977
8/24/2010,20658.71094
8/25/2010,20634.98047
8/26/2010,20612.06055
8/27/2010,20597.34961
8/30/2010,20737.2207
8/31/2010,20536.49023
9/1/2010,20623.83008
9/2/2010,20868.91992
9/3/2010,20971.5
9/6/2010,21355.76953
9/7/2010,21401.78906
9/8/2010,21088.85938
9/9/2010,21167.26953
9/10/2010,21257.39063
9/13/2010,21658.34961
9/14/2010,21696.03906
9/15/2010,21725.64063
9/16/2010,21691.44922
9/17/2010,21970.85938
9/20/2010,21977.33984
9/21/2010,22002.58984
9/22/2010,22047.71094
9/24/2010,22119.42969
9/27/2010,22340.83984
9/28/2010,22109.94922
9/29/2010,22378.66992
9/30/2010,22358.16992
10/4/2010,22618.66016
10/5/2010,22639.14063
10/6/2010,22880.41016
10/7/2010,22884.32031
10/8/2010,22944.17969
10/11/2010,23207.31055
10/12/2010,23121.69922
10/13/2010,23457.68945
10/14/2010,23852.16992
10/15/2010,23757.63086
10/18/2010,23469.38086
10/19/2010,23763.73047
10/20/2010,23556.5
10/21/2010,23649.48047
10/22/2010,23517.53906
10/25/2010,23627.91016
10/26/2010,23601.24023
10/27/2010,23164.58008
10/28/2010,23210.85938
10/29/2010,23096.32031
11/1/2010,23652.93945
11/2/2010,23671.41992
11/3/2010,24144.66992
11/4/2010,24535.63086
11/5/2010,24876.82031
11/8/2010,24964.36914
11/9/2010,24710.59961
11/10/2010,24500.60938
11/11/2010,24700.30078
11/12/2010,24222.58008
11/15/2010,24027.17969
11/16/2010,23693.01953
11/17/2010,23214.46094
11/18/2010,23637.39063
11/19/2010,23605.71094
11/22/2010,23524.01953
11/23/2010,22896.14063
11/24/2010,23023.85938
11/25/2010,23054.67969
11/26/2010,22877.25
11/29/2010,23166.2207
11/30/2010,23007.99023
12/1/2010,23249.80078
12/2/2010,23448.7793
12/3/2010,23320.51953
12/6/2010,23237.68945
12/7/2010,23428.15039
12/8/2010,23092.51953
12/9/2010,23171.80078
12/10/2010,23162.91016
12/13/2010,23317.60938
12/14/2010,23431.18945
12/15/2010,22975.34961
12/16/2010,22668.7793
12/17/2010,22714.84961
12/20/2010,22639.08008
12/21/2010,22993.85938
12/22/2010,23045.18945
12/23/2010,22902.9707
12/24/2010,22833.80078
12/28/2010,22621.73047
12/29/2010,22969.30078
12/30/2010,22999.33984
12/31/2010,23035.44922
1/3/2011,23436.05078
1/4/2011,23668.48047
1/5/2011,23757.82031
1/6/2011,23786.30078
1/7/2011,23686.63086
1/10/2011,23527.25977
1/11/2011,23760.33984
1/12/2011,24125.60938
1/13/2011,24238.98047
1/14/2011,24283.23047
1/17/2011,24156.9707
1/18/2011,24153.98047
1/19/2011,24419.61914
1/20/2011,24003.69922
1/21/2011,23876.85938
1/24/2011,23801.7793
1/25/2011,23788.83008
1/26/2011,23843.24023
1/27/2011,23779.61914
1/28/2011,23617.01953
1/31/2011,23447.33984
2/1/2011,23482.94922
2/2/2011,23908.96094
2/7/2011,23553.58984
2/8/2011,23484.30078
2/9/2011,23164.0293
2/10/2011,22708.61914
2/11/2011,22828.91992
2/14/2011,23121.06055
2/15/2011,22899.7793
2/16/2011,23156.9707
2/17/2011,23301.83984
2/18/2011,23595.24023
2/21/2011,23485.41992
2/22/2011,22990.81055
2/23/2011,22906.90039
2/24/2011,22601.03906
2/25/2011,23012.36914
2/28/2011,23338.01953
3/1/2011,23396.41992
3/2/2011,23048.66016
3/3/2011,23122.41992
3/4/2011,23408.85938
3/7/2011,23313.18945
3/8/2011,23711.69922
3/9/2011,23810.10938
3/10/2011,23614.89063
3/11/2011,23249.7793
3/14/2011,23345.88086
3/15/2011,22678.25
3/16/2011,22700.88086
3/17/2011,22284.42969
3/18/2011,22300.23047
3/21/2011,22685.2207
3/22/2011,22857.90039
3/23/2011,22825.40039
3/24/2011,22915.2793
3/25/2011,23158.66992
3/28/2011,23068.18945
3/29/2011,23060.35938
3/30/2011,23451.42969
3/31/2011,23527.51953
4/1/2011,23801.90039
4/4/2011,24150.58008
4/6/2011,24285.05078
4/7/2011,24281.80078
4/8/2011,24396.07031
4/11/2011,24303.07031
4/12/2011,23976.36914
4/13/2011,24135.0293
4/14/2011,24014
4/15/2011,24008.07031
4/18/2011,23830.31055
4/19/2011,23520.61914
4/20/2011,23896.09961
4/21/2011,24138.31055
4/26/2011,24007.38086
4/27/2011,23892.83984
4/28/2011,23805.63086
4/29/2011,23720.81055
5/3/2011,23633.25
5/4/2011,23315.24023
5/5/2011,23261.60938
5/6/2011,23159.14063
5/9/2011,23336
5/11/2011,23291.80078
5/12/2011,23073.75977
5/13/2011,23276.26953
5/16/2011,22960.63086
5/17/2011,22901.08008
5/18/2011,23011.14063
5/19/2011,23163.38086
5/20/2011,23199.39063
5/23/2011,22711.01953
5/24/2011,22730.7793
5/25/2011,22747.2793
5/26/2011,22900.78906
5/27/2011,23118.07031
5/30/2011,23184.32031
5/31/2011,23684.13086
6/1/2011,23626.42969
6/2/2011,23253.83984
6/3/2011,22949.56055
6/7/2011,22868.66992
6/8/2011,22661.63086
6/9/2011,22609.83008
6/10/2011,22420.36914
6/13/2011,22508.08008
6/14/2011,22496
6/15/2011,22343.76953
6/16/2011,21953.10938
6/17/2011,21695.25977
6/20/2011,21599.50977
6/21/2011,21850.58984
6/22/2011,21859.9707
6/23/2011,21759.14063
6/24/2011,22171.94922
6/27/2011,22041.76953
6/28/2011,22061.7793
6/29/2011,22061.17969
6/30/2011,22398.09961
7/4/2011,22770.4707
7/5/2011,22747.94922
7/6/2011,22517.55078
7/7/2011,22530.17969
7/8/2011,22726.42969
7/11/2011,22347.23047
7/12/2011,21663.16016
7/13/2011,21926.88086
7/14/2011,21940.19922
7/15/2011,21875.38086
7/18/2011,21804.75
7/19/2011,21902.40039
7/20/2011,22003.68945
7/21/2011,21987.28906
7/22/2011,22444.80078
7/25/2011,22293.28906
7/26/2011,22572.08008
7/27/2011,22541.68945
7/28/2011,22570.74023
7/29/2011,22440.25
8/1/2011,22663.36914
8/2/2011,22421.46094
8/3/2011,21992.7207
8/4/2011,21884.74023
8/5/2011,20946.14063
8/8/2011,20490.57031
8/9/2011,19330.69922
8/10/2011,19783.66992
8/11/2011,19595.14063
8/12/2011,19620.00977
8/15/2011,20260.09961
8/16/2011,20212.08008
8/17/2011,20289.0293
8/18/2011,20016.26953
8/19/2011,19399.91992
8/22/2011,19486.86914
8/23/2011,19875.5293
8/24/2011,19466.78906
8/25/2011,19752.48047
8/26/2011,19582.88086
8/29/2011,19865.10938
8/30/2011,20204.16992
8/31/2011,20534.84961
9/1/2011,20585.33008
9/2/2011,20212.91016
9/5/2011,19616.40039
9/6/2011,19710.5
9/7/2011,20048
9/8/2011,19912.82031
9/9/2011,19866.63086
9/12/2011,19030.53906
9/14/2011,19045.43945
9/15/2011,19181.5
9/16/2011,19455.31055
9/19/2011,18917.94922
9/20/2011,19014.80078
9/21/2011,18824.16992
9/22/2011,17911.94922
9/23/2011,17668.83008
9/26/2011,17407.80078
9/27/2011,18130.55078
9/28/2011,18011.06055
9/30/2011,17592.41016
10/3/2011,16822.15039
10/4/2011,16250.26953
10/6/2011,17172.2793
10/7/2011,17707.00977
10/10/2011,17711.06055
10/11/2011,18141.58984
10/12/2011,18329.46094
10/13/2011,18757.81055
10/14/2011,18501.78906
10/17/2011,18873.99023
10/18/2011,18076.46094
10/19/2011,18309.2207
10/20/2011,17983.09961
10/21/2011,18025.7207
10/24/2011,18771.82031
10/25/2011,18968.19922
10/26/2011,19066.53906
10/27/2011,19688.69922
10/28/2011,20019.24023
10/31/2011,19864.86914
11/1/2011,19369.96094
11/2/2011,19733.71094
11/3/2011,19242.5
11/4/2011,19842.78906
11/7/2011,19677.89063
11/8/2011,19678.4707
11/9/2011,20014.42969
11/10/2011,18963.89063
11/11/2011,19137.16992
11/14/2011,19508.17969
11/15/2011,19348.43945
11/16/2011,18960.90039
11/17/2011,18817.4707
11/18/2011,18491.23047
11/21/2011,18225.84961
11/22/2011,18251.58984
11/23/2011,17864.42969
11/24/2011,17935.09961
11/25/2011,17689.48047
11/28/2011,18037.81055
11/29/2011,18256.19922
11/30/2011,17989.34961
12/1/2011,19002.25977
12/2/2011,19040.39063
12/5/2011,19179.68945
12/6/2011,18942.23047
12/7/2011,19240.58008
12/8/2011,19107.81055
12/9/2011,18586.23047
12/12/2011,18575.66016
12/13/2011,18447.16992
12/14/2011,18354.42969
12/15/2011,18026.83984
12/16/2011,18285.39063
12/19/2011,18070.21094
12/20/2011,18080.19922
12/21/2011,18416.44922
12/22/2011,18378.23047
12/23/2011,18629.16992
12/24/2011,null
12/28/2011,18518.66992
12/29/2011,18397.91992
12/30/2011,18434.39063
12/31/2011,null
1/3/2012,18877.41016
1/4/2012,18727.31055
1/5/2012,18813.41016
1/6/2012,18593.06055
1/9/2012,18865.7207
1/10/2012,19004.2793
1/11/2012,19151.93945
1/12/2012,19095.38086
1/13/2012,19204.41992
1/16/2012,19012.19922
1/17/2012,19627.75
1/18/2012,19686.91992
1/19/2012,19942.94922
1/20/2012,20110.36914
1/26/2012,20439.14063
1/27/2012,20501.66992
1/30/2012,20160.41016
1/31/2012,20390.49023
2/1/2012,20333.36914
2/2/2012,20739.44922
2/3/2012,20756.98047
2/6/2012,20709.93945
2/7/2012,20699.18945
2/8/2012,21018.46094
2/9/2012,21010.00977
2/10/2012,20783.85938
2/13/2012,20887.40039
2/14/2012,20917.83008
2/15/2012,21365.23047
2/16/2012,21277.2793
2/17/2012,21491.61914
2/20/2012,21424.78906
2/21/2012,21478.7207
2/22/2012,21549.2793
2/23/2012,21380.99023
2/24/2012,21406.85938
2/27/2012,21217.85938
2/28/2012,21568.73047
2/29/2012,21680.08008
3/1/2012,21387.96094
3/2/2012,21562.25977
3/5/2012,21265.31055
3/6/2012,20806.25
3/7/2012,20627.7793
3/8/2012,20900.73047
3/9/2012,21086
3/12/2012,21134.17969
3/13/2012,21339.69922
3/14/2012,21307.89063
3/15/2012,21353.5293
3/16/2012,21317.84961
3/20/2012,20888.24023
3/21/2012,20856.63086
3/22/2012,20901.56055
3/23/2012,20668.80078
3/26/2012,20668.85938
3/27/2012,21046.91016
3/28/2012,20885.41992
3/29/2012,20609.39063
3/30/2012,20555.58008
4/2/2012,20522.25977
4/3/2012,20790.98047
4/5/2012,20593
4/10/2012,20356.24023
4/11/2012,20140.66992
4/12/2012,20327.32031
4/13/2012,20701.03906
4/16/2012,20610.64063
4/17/2012,20562.31055
4/18/2012,20780.73047
4/19/2012,20995.00977
4/20/2012,21010.64063
4/23/2012,20624.39063
4/24/2012,20677.16016
4/25/2012,20646.28906
4/26/2012,20809.71094
4/27/2012,20741.44922
4/30/2012,21094.21094
5/2/2012,21309.08008
5/3/2012,21249.5293
5/4/2012,21086
5/7/2012,20536.65039
5/8/2012,20484.75
5/9/2012,20330.64063
5/10/2012,20227.2793
5/11/2012,19964.63086
5/14/2012,19735.03906
5/15/2012,19894.31055
5/16/2012,19259.83008
5/17/2012,19200.92969
5/18/2012,18951.84961
5/21/2012,18922.32031
5/22/2012,19039.15039
5/23/2012,18786.18945
5/24/2012,18666.40039
5/25/2012,18713.41016
5/28/2012,18800.99023
5/29/2012,19055.46094
5/30/2012,18690.2207
5/31/2012,18629.51953
6/1/2012,18558.33984
6/4/2012,18185.58984
6/5/2012,18259.0293
6/6/2012,18520.5293
6/7/2012,18678.28906
6/8/2012,18502.33984
6/11/2012,18953.63086
6/12/2012,18872.56055
6/13/2012,19026.51953
6/14/2012,18808.40039
6/15/2012,19233.93945
6/18/2012,19427.81055
6/19/2012,19416.66992
6/20/2012,19518.84961
6/21/2012,19265.07031
6/22/2012,18995.13086
6/25/2012,18897.44922
6/26/2012,18981.83984
6/27/2012,19176.94922
6/28/2012,19025.26953
6/29/2012,19441.46094
7/3/2012,19735.5293
7/4/2012,19709.75
7/5/2012,19809.13086
7/6/2012,19800.64063
7/9/2012,19428.08984
7/10/2012,19396.35938
7/11/2012,19419.86914
7/12/2012,19025.10938
7/13/2012,19092.63086
7/16/2012,19121.33984
7/17/2012,19455.33008
7/18/2012,19239.88086
7/19/2012,19559.05078
7/20/2012,19640.80078
7/23/2012,19053.4707
7/24/2012,18903.19922
7/25/2012,18877.33008
7/26/2012,18892.78906
7/27/2012,19274.96094
7/30/2012,19585.40039
7/31/2012,19796.81055
8/1/2012,19820.38086
8/2/2012,19690.19922
8/3/2012,19666.17969
8/6/2012,19998.7207
8/7/2012,20072.55078
8/8/2012,20065.51953
8/9/2012,20269.4707
8/10/2012,20136.11914
8/13/2012,20081.35938
8/14/2012,20291.67969
8/15/2012,20052.28906
8/16/2012,19962.94922
8/17/2012,20116.07031
8/20/2012,20104.26953
8/21/2012,20100.08984
8/22/2012,19887.7793
8/23/2012,20132.24023
8/24/2012,19880.0293
8/27/2012,19798.66992
8/28/2012,19811.80078
8/29/2012,19788.50977
8/30/2012,19552.91016
8/31/2012,19482.57031
9/3/2012,19559.21094
9/4/2012,19429.91016
9/5/2012,19145.07031
9/6/2012,19209.30078
9/7/2012,19802.16016
9/10/2012,19827.16992
9/11/2012,19857.88086
9/12/2012,20075.39063
9/13/2012,20047.63086
9/14/2012,20629.7793
9/17/2012,20658.10938
9/18/2012,20601.92969
9/19/2012,20841.91016
9/20/2012,20590.91992
9/21/2012,20734.93945
9/24/2012,20694.69922
9/25/2012,20698.67969
9/26/2012,20527.73047
9/27/2012,20762.28906
9/28/2012,20840.38086
10/3/2012,20888.2793
10/4/2012,20907.94922
10/5/2012,21012.38086
10/8/2012,20824.56055
10/9/2012,20937.2793
10/10/2012,20919.59961
10/11/2012,20999.05078
10/12/2012,21136.42969
10/15/2012,21148.25
10/16/2012,21207.07031
10/17/2012,21416.64063
10/18/2012,21518.71094
10/19/2012,21551.75977
10/22/2012,21697.55078
10/24/2012,21763.7793
10/25/2012,21810.23047
10/26/2012,21545.57031
10/29/2012,21511.05078
10/30/2012,21428.58008
10/31/2012,21641.82031
11/1/2012,21821.86914
11/2/2012,22111.33008
11/5/2012,22006.40039
11/6/2012,21944.42969
11/7/2012,22099.84961
11/8/2012,21566.91016
11/9/2012,21384.38086
11/12/2012,21430.30078
11/13/2012,21188.65039
11/14/2012,21441.99023
11/15/2012,21108.92969
11/16/2012,21159.00977
11/19/2012,21262.06055
11/20/2012,21228.2793
11/21/2012,21524.35938
11/22/2012,21743.19922
11/23/2012,21913.98047
11/26/2012,21861.81055
11/27/2012,21844.0293
11/28/2012,21708.98047
11/29/2012,21922.89063
11/30/2012,22030.39063
12/3/2012,21767.84961
12/4/2012,21799.9707
12/5/2012,22270.91016
12/6/2012,22249.81055
12/7/2012,22191.16992
12/10/2012,22276.7207
12/11/2012,22323.93945
12/12/2012,22503.34961
12/13/2012,22445.58008
12/14/2012,22605.98047
12/17/2012,22513.60938
12/18/2012,22494.73047
12/19/2012,22623.36914
12/20/2012,22659.7793
12/21/2012,22506.28906
12/24/2012,22541.17969
12/27/2012,22619.7793
12/28/2012,22666.58984
12/31/2012,22656.91992
1/2/2013,23311.98047
1/3/2013,23398.59961
1/4/2013,23331.08984
1/7/2013,23329.75
1/8/2013,23111.18945
1/9/2013,23218.4707
1/10/2013,23354.31055
1/11/2013,23264.07031
1/14/2013,23413.25977
1/15/2013,23381.50977
1/16/2013,23356.99023
1/17/2013,23339.75977
1/18/2013,23601.7793
1/21/2013,23590.91016
1/22/2013,23658.99023
1/23/2013,23635.09961
1/24/2013,23598.90039
1/25/2013,23580.42969
1/28/2013,23671.88086
1/29/2013,23655.16992
1/30/2013,23822.06055
1/31/2013,23729.5293
2/1/2013,23721.83984
2/4/2013,23685.00977
2/5/2013,23148.5293
2/6/2013,23256.92969
2/7/2013,23177
2/8/2013,23215.16016
2/14/2013,23413.25
2/15/2013,23444.56055
2/18/2013,23381.93945
2/19/2013,23143.91016
2/20/2013,23307.41016
2/21/2013,22906.66992
2/22/2013,22782.43945
2/25/2013,22820.08008
2/26/2013,22519.68945
2/27/2013,22577.00977
2/28/2013,23020.26953
3/1/2013,22880.2207
3/4/2013,22537.81055
3/5/2013,22560.5
3/6/2013,22777.83984
3/7/2013,22771.43945
3/8/2013,23091.94922
3/11/2013,23090.82031
3/12/2013,22890.59961
3/13/2013,22556.65039
3/14/2013,22619.17969
3/15/2013,22533.10938
3/18/2013,22083.35938
3/19/2013,22041.85938
3/20/2013,22256.43945
3/21/2013,22225.88086
3/22/2013,22115.30078
3/25/2013,22251.15039
3/26/2013,22311.08008
3/27/2013,22464.82031
3/28/2013,22299.63086
4/2/2013,22367.82031
4/3/2013,22337.49023
4/5/2013,21726.90039
4/8/2013,21718.05078
4/9/2013,21870.33984
4/10/2013,22034.56055
4/11/2013,22101.26953
4/12/2013,22089.05078
4/15/2013,21772.66992
4/16/2013,21672.0293
4/17/2013,21569.66992
4/18/2013,21512.51953
4/19/2013,22013.57031
4/22/2013,22044.36914
4/23/2013,21806.60938
4/24/2013,22183.05078
4/25/2013,22401.24023
4/26/2013,22547.71094
4/29/2013,22580.76953
4/30/2013,22737.00977
5/2/2013,22668.30078
5/3/2013,22689.96094
5/6/2013,22915.08984
5/7/2013,23047.08984
5/8/2013,23244.34961
5/9/2013,23211.48047
5/10/2013,23321.2207
5/13/2013,22989.81055
5/14/2013,22930.2793
5/15/2013,23044.24023
