Date,Price
14-Jan-10,91.26
15-Jan-10,90.78
18-Jan-10,90.71
19-Jan-10,91.21
20-Jan-10,91.21
21-Jan-10,90.45
22-Jan-10,89.85
25-Jan-10,90.42
26-Jan-10,89.65
27-Jan-10,89.97
28-Jan-10,89.79
29-Jan-10,90.29
1-Feb-10,90.76
2-Feb-10,90.45
3-Feb-10,90.89
4-Feb-10,89.38
5-Feb-10,89.22
8-Feb-10,89.23
9-Feb-10,89.82
10-Feb-10,89.92
11-Feb-10,89.71
12-Feb-10,89.94
15-Feb-10,90.06
16-Feb-10,90.25
17-Feb-10,91.08
18-Feb-10,91.98
19-Feb-10,91.54
22-Feb-10,91.27
23-Feb-10,90.17
24-Feb-10,90.29
25-Feb-10,89.3
26-Feb-10,88.94
1-Mar-10,89.18
2-Mar-10,88.77
3-Mar-10,88.61
4-Mar-10,89.19
5-Mar-10,90.31
8-Mar-10,90.31
9-Mar-10,90
10-Mar-10,90.5
11-Mar-10,90.68
12-Mar-10,90.57
15-Mar-10,90.33
16-Mar-10,90.32
17-Mar-10,90.42
18-Mar-10,90.49
19-Mar-10,90.54
22-Mar-10,90.32
23-Mar-10,90.42
24-Mar-10,92.01
25-Mar-10,92.54
26-Mar-10,92.53
29-Mar-10,92.43
30-Mar-10,92.93
31-Mar-10,93.47
1-Apr-10,93.74
2-Apr-10,94.61
5-Apr-10,94.28
6-Apr-10,93.64
7-Apr-10,93.21
8-Apr-10,93.42
9-Apr-10,93.18
12-Apr-10,93.21
13-Apr-10,93.24
14-Apr-10,93.31
15-Apr-10,93.01
16-Apr-10,92.18
19-Apr-10,92.47
20-Apr-10,93.12
21-Apr-10,93
22-Apr-10,93.54
23-Apr-10,93.96
26-Apr-10,93.89
27-Apr-10,93.19
28-Apr-10,94.01
29-Apr-10,93.96
30-Apr-10,93.86
3-May-10,94.66
4-May-10,94.9
5-May-10,93.88
6-May-10,91.36
7-May-10,91.6
10-May-10,93.02
11-May-10,92.81
12-May-10,93.19
13-May-10,92.6
14-May-10,92.51
17-May-10,92.54
18-May-10,91.86
19-May-10,91.78
20-May-10,89.87
21-May-10,89.99
24-May-10,90.11
25-May-10,90.33
26-May-10,89.98
27-May-10,90.99
28-May-10,91.07
31-May-10,91.16
1-Jun-10,91.17
2-Jun-10,92.09
3-Jun-10,92.59
4-Jun-10,91.89
7-Jun-10,91.56
8-Jun-10,91.35
9-Jun-10,91.35
10-Jun-10,91.49
11-Jun-10,91.65
14-Jun-10,91.63
15-Jun-10,91.53
16-Jun-10,91.32
17-Jun-10,90.89
18-Jun-10,90.69
21-Jun-10,91.03
22-Jun-10,90.39
23-Jun-10,89.94
24-Jun-10,89.6
25-Jun-10,89.25
28-Jun-10,89.39
29-Jun-10,88.63
30-Jun-10,88.51
1-Jul-10,87.71
2-Jul-10,87.78
5-Jul-10,87.53
6-Jul-10,87.64
7-Jul-10,87.82
8-Jul-10,88.5
9-Jul-10,88.61
12-Jul-10,88.76
13-Jul-10,88.83
14-Jul-10,88.3
15-Jul-10,87.43
16-Jul-10,86.57
19-Jul-10,86.76
20-Jul-10,87.41
21-Jul-10,86.85
22-Jul-10,87.22
23-Jul-10,87.46
26-Jul-10,86.91
27-Jul-10,87.82
28-Jul-10,87.41
29-Jul-10,86.78
30-Jul-10,86.46
2-Aug-10,86.53
3-Aug-10,85.88
4-Aug-10,86.33
5-Aug-10,85.81
6-Aug-10,85.51
9-Aug-10,85.93
10-Aug-10,85.32
11-Aug-10,85.13
12-Aug-10,86.17
13-Aug-10,86.22
16-Aug-10,85.18
17-Aug-10,85.62
18-Aug-10,85.46
19-Aug-10,85.2
20-Aug-10,85.6
23-Aug-10,85.08
24-Aug-10,84.19
25-Aug-10,84.79
26-Aug-10,84.31
27-Aug-10,85.26
30-Aug-10,84.61
31-Aug-10,84.13
1-Sep-10,84.51
2-Sep-10,84.37
3-Sep-10,84.34
6-Sep-10,84.17
7-Sep-10,83.75
8-Sep-10,84
9-Sep-10,83.92
10-Sep-10,84.18
13-Sep-10,83.61
14-Sep-10,83.08
15-Sep-10,85.61
16-Sep-10,85.81
17-Sep-10,85.86
20-Sep-10,85.72
21-Sep-10,84.99
22-Sep-10,84.59
23-Sep-10,84.57
24-Sep-10,84.21
27-Sep-10,84.27
28-Sep-10,83.94
29-Sep-10,83.77
30-Sep-10,83.51
1-Oct-10,83.21
4-Oct-10,83.58
5-Oct-10,83.17
6-Oct-10,82.98
7-Oct-10,82.36
8-Oct-10,81.9
11-Oct-10,82.32
12-Oct-10,81.8
13-Oct-10,81.72
14-Oct-10,81.59
15-Oct-10,81.47
18-Oct-10,81.18
19-Oct-10,81.46
20-Oct-10,81.11
21-Oct-10,81.27
22-Oct-10,81.36
25-Oct-10,80.81
26-Oct-10,81.42
27-Oct-10,81.58
28-Oct-10,80.94
29-Oct-10,80.39
1-Nov-10,80.58
2-Nov-10,80.68
3-Nov-10,81.07
4-Nov-10,80.79
5-Nov-10,81.27
8-Nov-10,81.11
9-Nov-10,81.59
10-Nov-10,82.23
11-Nov-10,82.43
12-Nov-10,82.5
15-Nov-10,83.17
16-Nov-10,83.38
17-Nov-10,83.14
18-Nov-10,83.54
19-Nov-10,83.53
22-Nov-10,83.31
23-Nov-10,83.27
24-Nov-10,83.53
25-Nov-10,83.65
26-Nov-10,84.07
29-Nov-10,84.28
30-Nov-10,83.69
1-Dec-10,84.14
2-Dec-10,83.84
3-Dec-10,82.55
6-Dec-10,82.68
7-Dec-10,83.49
8-Dec-10,84.11
9-Dec-10,83.83
10-Dec-10,83.95
13-Dec-10,83.45
14-Dec-10,83.81
15-Dec-10,84.28
16-Dec-10,84.06
17-Dec-10,83.99
20-Dec-10,83.79
21-Dec-10,83.81
22-Dec-10,83.57
23-Dec-10,83.03
24-Dec-10,82.88
27-Dec-10,82.76
28-Dec-10,82.37
29-Dec-10,81.63
30-Dec-10,81.5
31-Dec-10,81.16
3-Jan-11,81.67
4-Jan-11,82.06
5-Jan-11,83.19
6-Jan-11,83.31
7-Jan-11,83.14
10-Jan-11,82.72
11-Jan-11,83.36
12-Jan-11,83.09
13-Jan-11,82.77
14-Jan-11,82.88
17-Jan-11,82.68
18-Jan-11,82.62
19-Jan-11,82.16
20-Jan-11,82.95
21-Jan-11,82.57
24-Jan-11,82.54
25-Jan-11,82.26
26-Jan-11,82.17
27-Jan-11,82.89
28-Jan-11,82.14
31-Jan-11,82.1
1-Feb-11,81.42
2-Feb-11,81.5
3-Feb-11,81.67
4-Feb-11,82.18
7-Feb-11,82.3
8-Feb-11,82.3
9-Feb-11,82.42
10-Feb-11,83.35
11-Feb-11,83.43
14-Feb-11,83.41
15-Feb-11,83.72
16-Feb-11,83.61
17-Feb-11,83.31
18-Feb-11,83.19
21-Feb-11,83.08
22-Feb-11,82.77
23-Feb-11,82.45
24-Feb-11,82.04
25-Feb-11,81.68
28-Feb-11,81.88
1-Mar-11,81.92
2-Mar-11,81.84
3-Mar-11,82.38
4-Mar-11,82.31
7-Mar-11,82.29
8-Mar-11,82.82
9-Mar-11,82.84
10-Mar-11,82.92
11-Mar-11,81.86
14-Mar-11,81.83
15-Mar-11,80.87
16-Mar-11,78.15
17-Mar-11,78.85
18-Mar-11,80.61
21-Mar-11,81.23
22-Mar-11,81.05
23-Mar-11,80.88
24-Mar-11,81.02
25-Mar-11,81.34
28-Mar-11,81.72
29-Mar-11,82.51
30-Mar-11,83.14
31-Mar-11,83.43
1-Apr-11,84.06
4-Apr-11,84.36
5-Apr-11,84.98
6-Apr-11,85.45
7-Apr-11,84.89
8-Apr-11,84.75
11-Apr-11,84.45
12-Apr-11,83.76
13-Apr-11,83.74
14-Apr-11,83.67
15-Apr-11,83.14
18-Apr-11,82.48
19-Apr-11,82.77
20-Apr-11,82.5
21-Apr-11,81.87
22-Apr-11,81.88
25-Apr-11,81.68
26-Apr-11,81.38
27-Apr-11,82.26
28-Apr-11,81.62
29-Apr-11,81.19
2-May-11,81.24
3-May-11,81.04
4-May-11,80.59
5-May-11,80.32
6-May-11,80.63
9-May-11,80.17
10-May-11,80.97
11-May-11,81.04
12-May-11,81.01
13-May-11,80.79
16-May-11,80.86
17-May-11,81.5
18-May-11,81.73
19-May-11,81.73
20-May-11,81.71
23-May-11,81.97
24-May-11,82.05
25-May-11,82.03
26-May-11,81.14
27-May-11,80.8
30-May-11,80.87
31-May-11,81.36
1-Jun-11,80.94
2-Jun-11,80.89
3-Jun-11,80.27
6-Jun-11,80.12
7-Jun-11,80.19
8-Jun-11,79.87
9-Jun-11,80.36
10-Jun-11,80.33
13-Jun-11,80.2
14-Jun-11,80.51
15-Jun-11,80.85
16-Jun-11,80.58
17-Jun-11,80.05
20-Jun-11,80.21
21-Jun-11,80.25
22-Jun-11,80.37
23-Jun-11,80.5
24-Jun-11,80.43
27-Jun-11,80.77
28-Jun-11,81.05
29-Jun-11,80.75
30-Jun-11,80.71
1-Jul-11,80.83
4-Jul-11,80.79
5-Jul-11,81.08
6-Jul-11,80.88
7-Jul-11,81.27
8-Jul-11,80.64
11-Jul-11,80.34
12-Jul-11,79.46
13-Jul-11,78.86
14-Jul-11,79.01
15-Jul-11,79.14
18-Jul-11,79.04
19-Jul-11,79.18
20-Jul-11,78.82
21-Jul-11,78.56
22-Jul-11,78.54
25-Jul-11,78.31
26-Jul-11,77.99
27-Jul-11,77.94
28-Jul-11,77.83
29-Jul-11,76.76
1-Aug-11,77.57
2-Aug-11,77.3
3-Aug-11,77.14
4-Aug-11,79.08
5-Aug-11,78.47
8-Aug-11,77.68
9-Aug-11,77.14
10-Aug-11,76.82
11-Aug-11,76.94
12-Aug-11,76.68
15-Aug-11,76.82
16-Aug-11,76.74
17-Aug-11,76.62
18-Aug-11,76.64
19-Aug-11,76.55
22-Aug-11,76.93
23-Aug-11,76.66
24-Aug-11,77.02
25-Aug-11,77.4
26-Aug-11,76.67
29-Aug-11,76.95
30-Aug-11,76.72
31-Aug-11,76.76
1-Sep-11,76.89
2-Sep-11,76.81
5-Sep-11,76.93
6-Sep-11,77.53
7-Sep-11,77.35
8-Sep-11,77.56
9-Sep-11,77.59
12-Sep-11,77.19
13-Sep-11,76.95
14-Sep-11,76.72
15-Sep-11,76.72
16-Sep-11,76.8
19-Sep-11,76.68
20-Sep-11,76.4
21-Sep-11,76.63
22-Sep-11,76.26
23-Sep-11,76.6
26-Sep-11,76.44
27-Sep-11,76.7
28-Sep-11,76.54
29-Sep-11,76.73
30-Sep-11,77.05
3-Oct-11,76.62
4-Oct-11,76.83
5-Oct-11,76.79
6-Oct-11,76.69
7-Oct-11,76.73
10-Oct-11,76.67
11-Oct-11,76.71
12-Oct-11,77.1
13-Oct-11,76.9
14-Oct-11,77.21
17-Oct-11,76.84
18-Oct-11,76.78
19-Oct-11,76.84
20-Oct-11,76.88
21-Oct-11,76.29
